question_id,model_name,model_load_time_s,prefill_ms,decode_ms,prefill_plus_decode_ms,latency_sec,input_tokens,output_tokens,total_tokens,correct,model_response,ground_truth,question_text,avg_gpu_cv_w,max_gpu_cv_w,avg_power_in_w,max_gpu_temp_c,energy_total_j,energy_per_input_token_j,energy_per_output_token_j,energy_per_total_token_j,ram_used_mb,ram_free_mb,swap_used_mb,kv_cache_usage_ratio,kv_cache_tokens,prompt_cache_mb
370,Qwen2.5-VL-3B,,712.72,72.18,784.90,0.798,128,2,130,1,No,no,Is the number of buildings equal to the number of grass areas?,5.23,5.52,12.04,59.1,8.43,0.0659,4.2162,0.0649,5550,2057,401,0.0000,0,0.00
371,Qwen2.5-VL-3B,,698.80,72.16,770.96,0.784,122,2,124,1,Yes,yes,Is there a small water area?,5.29,5.52,12.14,59.2,8.50,0.0697,4.2499,0.0685,5550,2057,401,0.0000,0,0.00
372,Qwen2.5-VL-3B,,699.77,211.19,910.97,0.924,124,4,128,0,100,3,What is the amount of large water areas?,5.30,5.52,12.12,59.3,10.90,0.0879,2.7258,0.0852,5550,2057,401,0.0000,0,0.00
373,Qwen2.5-VL-3B,,698.29,210.31,908.60,0.922,124,4,128,0,100,1,What is the amount of medium orchards?,5.08,5.44,11.87,59.1,10.65,0.0859,2.6614,0.0832,5550,2057,401,0.0000,0,0.00
374,Qwen2.5-VL-3B,,712.27,72.14,784.41,0.798,130,2,132,1,No,no,Is the number of commercial buildings equal to the number of square grass areas?,4.91,5.08,11.66,58.9,8.16,0.0628,4.0825,0.0619,5550,2057,401,0.0000,0,0.00
375,Qwen2.5-VL-3B,,711.49,72.08,783.57,0.797,127,2,129,0,Yes,no,Are there less residential buildings than water areas in the image?,5.24,5.40,12.13,59.3,8.51,0.0670,4.2543,0.0660,5550,2057,401,0.0000,0,0.00
376,Qwen2.5-VL-3B,,698.74,72.12,770.86,0.784,125,2,127,0,Yes,no,Are there less residential buildings than square water areas?,5.29,5.52,12.20,59.2,8.55,0.0684,4.2737,0.0673,5550,2057,401,0.0000,0,0.00
377,Qwen2.5-VL-3B,,698.95,72.14,771.10,0.785,122,2,124,0,Yes,no,Is a circular commercial building present?,5.21,5.48,12.14,59.2,8.50,0.0697,4.2488,0.0685,5550,2057,401,0.0000,0,0.00
378,Qwen2.5-VL-3B,,700.48,211.37,911.85,0.926,124,4,128,0,100,2,What is the amount of rectangular commercial buildings?,5.28,5.52,12.12,59.2,10.90,0.0879,2.7253,0.0852,5550,2057,401,0.0000,0,0.00
379,Qwen2.5-VL-3B,,699.04,72.08,771.11,0.784,122,2,124,0,Yes,no,Is a square commercial building present?,5.00,5.36,11.76,59.1,8.22,0.0674,4.1092,0.0663,5550,2057,401,0.0000,0,0.00
380,Qwen2.5-VL-3B,,699.88,210.54,910.42,0.924,124,4,128,0,100,14,What is the amount of small water areas?,5.24,5.52,12.05,59.2,10.85,0.0875,2.7122,0.0848,5550,2057,401,0.0000,0,0.00
381,Qwen2.5-VL-3B,,699.47,72.03,771.50,0.785,122,2,124,1,Yes,yes,Are there more buildings than forests?,5.01,5.48,11.76,59.1,8.20,0.0672,4.1002,0.0661,5550,2057,401,0.0000,0,0.00
382,Qwen2.5-VL-3B,,712.78,72.18,784.96,0.798,130,2,132,1,No,no,Is the number of small water areas equal to the number of commercial buildings?,5.20,5.44,12.05,59.2,8.44,0.0649,4.2191,0.0639,5550,2057,401,0.0000,0,0.00
383,Qwen2.5-VL-3B,,699.82,277.97,977.79,0.991,122,5,127,0,1000,26,How many small forests are there?,5.36,5.52,12.21,59.1,10.99,0.0901,2.1973,0.0865,5550,2057,401,0.0000,0,0.00
384,Qwen2.5-VL-3B,,712.10,72.14,784.24,0.798,127,2,129,0,Yes,no,Are there less grass areas than water areas in the image?,5.28,5.52,12.28,59.3,8.59,0.0677,4.2959,0.0666,5550,2057,401,0.0000,0,0.00
385,Qwen2.5-VL-3B,,699.89,72.53,772.42,0.786,125,2,127,0,Yes,no,Are there less commercial buildings than circular water areas?,5.30,5.56,12.17,59.1,8.53,0.0682,4.2637,0.0671,5550,2057,401,0.0000,0,0.00
386,Qwen2.5-VL-3B,,698.43,72.07,770.49,0.784,123,2,125,0,Yes,no,Are there less residential buildings than forests?,5.28,5.56,12.07,59.1,8.45,0.0687,4.2249,0.0676,5550,2057,401,0.0000,0,0.00
387,Qwen2.5-VL-3B,,713.24,72.00,785.24,0.799,130,2,132,0,0,164,What is the amount of residential buildings on the left of a  road?,5.25,5.52,12.06,59.1,8.44,0.0650,4.2222,0.0640,5550,2057,401,0.0000,0,0.00
388,Qwen2.5-VL-3B,,712.32,72.09,784.41,0.798,128,2,130,1,Yes,yes,Is a medium water area next to a  farmland present?,5.26,5.48,12.22,59.0,8.56,0.0669,4.2817,0.0659,5550,2057,401,0.0000,0,0.00
389,Qwen2.5-VL-3B,,700.44,72.51,772.95,0.786,124,2,126,1,Yes,yes,Are there more residential buildings than grass areas?,5.31,5.52,12.20,59.1,8.55,0.0690,4.2766,0.0679,5550,2057,401,0.0000,0,0.00
390,Qwen2.5-VL-3B,,678.18,72.03,750.21,0.764,123,2,125,0,Yes,no,Are there more residential buildings than roads?,5.29,5.52,12.16,59.1,8.51,0.0692,4.2566,0.0681,5550,2057,401,0.0000,0,0.00
391,Qwen2.5-VL-3B,,699.58,72.10,771.67,0.785,125,2,127,1,Yes,yes,Are there less square commercial buildings than grass areas?,5.12,5.36,11.95,59.0,8.37,0.0670,4.1874,0.0659,5550,2057,401,0.0000,0,0.00
392,Qwen2.5-VL-3B,,712.23,72.00,784.23,0.798,130,2,132,1,No,no,Is the number of water areas equal to the number of circular commercial buildings?,5.22,5.48,12.03,59.0,8.42,0.0648,4.2114,0.0638,5550,2057,401,0.0000,0,0.00
393,Qwen2.5-VL-3B,,698.89,72.11,771.00,0.784,123,2,125,0,Yes,no,Are there more commercial buildings than roads?,5.30,5.52,12.18,59.2,8.53,0.0694,4.2659,0.0683,5550,2057,401,0.0000,0,0.00
394,Qwen2.5-VL-3B,,713.18,72.52,785.69,0.799,129,2,131,1,No,no,Is the number of commercial buildings equal to the number of grass areas?,5.21,5.52,12.12,59.0,8.49,0.0658,4.2439,0.0648,5550,2057,401,0.0000,0,0.00
395,Qwen2.5-VL-3B,,699.99,72.06,772.05,0.785,123,2,125,0,1,118,What is the number of rectangular buildings?,5.29,5.52,12.15,59.0,8.52,0.0692,4.2588,0.0681,5550,2057,401,0.0000,0,0.00
396,Qwen2.5-VL-3B,,699.97,72.03,772.01,0.785,125,2,127,1,Yes,yes,Are there more residential buildings than circular water areas?,5.26,5.52,12.08,59.1,8.46,0.0677,4.2290,0.0666,5550,2057,401,0.0000,0,0.00
397,Qwen2.5-VL-3B,,712.35,72.09,784.44,0.798,128,2,130,1,No,no,Is the number of forests equal to the number of water areas?,5.19,5.48,12.15,58.9,8.51,0.0665,4.2543,0.0655,5550,2057,401,0.0000,0,0.00
398,Qwen2.5-VL-3B,,699.72,72.49,772.21,0.785,122,2,124,0,1,3,How many medium buildings are there?,5.29,5.52,12.15,59.2,8.51,0.0698,4.2557,0.0686,5550,2057,401,0.0000,0,0.00
399,Qwen2.5-VL-3B,,712.19,72.14,784.33,0.798,130,2,132,1,No,no,Is the number of square roads equal to the number of rectangular water areas?,5.25,5.52,12.07,59.1,8.45,0.0650,4.2240,0.0640,5550,2057,401,0.0000,0,0.00
400,Qwen2.5-VL-3B,,699.31,142.81,842.12,0.864,124,3,127,1,Rural,rural,Is it a rural or an urban area,5.26,5.52,12.15,59.1,9.72,0.0784,3.2410,0.0766,5550,2057,401,0.0000,0,0.00
401,Qwen2.5-VL-3B,,698.38,277.91,976.29,0.990,121,5,126,0,1000,14,How many roads are there?,5.21,5.52,12.00,59.1,10.78,0.0891,2.1556,0.0855,5550,2057,401,0.0000,0,0.00
402,Qwen2.5-VL-3B,,698.93,72.10,771.03,0.785,120,2,122,1,Yes,yes,Is there a forest?,5.27,5.52,12.26,59.1,8.58,0.0715,4.2882,0.0703,5550,2057,401,0.0000,0,0.00
403,Qwen2.5-VL-3B,,698.43,72.11,770.54,0.784,122,2,124,0,Yes,no,Is there a medium water area?,5.24,5.36,12.06,59.1,8.45,0.0693,4.2253,0.0682,5550,2057,401,0.0000,0,0.00
404,Qwen2.5-VL-3B,,699.63,72.48,772.11,0.786,123,2,125,0,2,1,What is the number of water areas?,5.22,5.52,12.09,59.0,8.46,0.0688,4.2320,0.0677,5550,2057,401,0.0000,0,0.00
405,Qwen2.5-VL-3B,,698.72,72.18,770.90,0.785,120,2,122,1,Yes,yes,Is a road present?,5.26,5.52,12.09,59.0,8.46,0.0705,4.2290,0.0693,5550,2057,401,0.0000,0,0.00
406,Qwen2.5-VL-3B,,699.28,142.90,842.18,0.856,122,3,125,0,10,1,How many orchards are there?,5.26,5.52,12.08,59.0,9.66,0.0792,3.2206,0.0773,5550,2057,401,0.0000,0,0.00
407,Qwen2.5-VL-3B,,699.47,72.15,771.62,0.785,124,2,126,1,Yes,yes,Is a water area present in the image?,5.13,5.48,11.94,59.1,8.34,0.0673,4.1715,0.0662,5550,2057,401,0.0000,0,0.00
408,Qwen2.5-VL-3B,,711.85,143.36,855.21,0.869,127,3,130,0,10,7,What is the number of farmlands in the image?,5.23,5.48,12.05,59.2,9.63,0.0759,3.2113,0.0741,5550,2057,401,0.0000,0,0.00
409,Qwen2.5-VL-3B,,699.37,72.48,771.85,0.786,121,2,123,1,Yes,yes,Is there a farmland?,5.16,5.48,11.98,59.1,8.39,0.0693,4.1935,0.0682,5550,2057,401,0.0000,0,0.00
410,Qwen2.5-VL-3B,,699.52,142.90,842.42,0.856,122,3,125,0,10,5,What is the number of forests?,5.24,5.48,12.08,59.3,9.66,0.0792,3.2199,0.0773,5550,2057,401,0.0000,0,0.00
411,Qwen2.5-VL-3B,,699.48,143.71,843.18,0.857,122,3,125,0,10,4,How many grass areas are there?,5.10,5.44,11.92,59.1,9.54,0.0782,3.1785,0.0763,5550,2057,401,0.0000,0,0.00
412,Qwen2.5-VL-3B,,699.10,72.42,771.52,0.785,121,2,123,1,Yes,yes,Is there a grass area?,5.08,5.40,11.85,59.1,8.28,0.0684,4.1409,0.0673,5550,2057,401,0.0000,0,0.00
413,Qwen2.5-VL-3B,,697.85,72.08,769.93,0.784,121,2,123,1,Yes,yes,Is there a nature reserve?,5.22,5.48,12.00,59.0,8.40,0.0694,4.1992,0.0683,5550,2057,401,0.0000,0,0.00
414,Qwen2.5-VL-3B,,700.58,72.46,773.05,0.787,128,2,130,0,Yes,no,Is there a water area on the left of a  road?,5.20,5.40,12.03,59.0,8.43,0.0658,4.2132,0.0648,5550,2057,401,0.0000,0,0.00
415,Qwen2.5-VL-3B,,700.49,72.12,772.61,0.786,122,2,124,1,Yes,yes,Are there less forests than roads?,5.24,5.52,12.02,59.0,8.41,0.0690,4.2075,0.0679,5550,2057,401,0.0000,0,0.00
416,Qwen2.5-VL-3B,,698.55,72.14,770.70,0.785,121,2,123,1,No,no,Is a square road present?,5.26,5.52,12.09,59.0,8.47,0.0700,4.2340,0.0688,5551,2056,401,0.0000,0,0.00
417,Qwen2.5-VL-3B,,699.15,72.02,771.17,0.785,121,2,123,0,Yes,no,Is a medium road present?,5.20,5.40,12.03,59.1,8.42,0.0696,4.2121,0.0685,5551,2056,401,0.0000,0,0.00
418,Qwen2.5-VL-3B,,699.87,72.54,772.41,0.786,125,2,127,1,Yes,yes,Is a rectangular farmland present in the image?,5.23,5.52,12.07,58.9,8.45,0.0676,4.2271,0.0666,5550,2057,401,0.0000,0,0.00
419,Qwen2.5-VL-3B,,699.37,143.00,842.37,0.856,122,3,125,0,10,2,How many medium forests are there?,5.26,5.48,12.09,59.0,9.67,0.0793,3.2230,0.0774,5550,2057,401,0.0000,0,0.00
420,Qwen2.5-VL-3B,,699.61,72.02,771.63,0.785,124,2,126,0,Yes,no,Are there more farmlands than roads?,5.05,5.28,11.84,58.9,8.30,0.0669,4.1481,0.0658,5550,2057,401,0.0000,0,0.00
421,Qwen2.5-VL-3B,,700.31,277.93,978.25,0.992,125,5,130,0,1000,0,What is the amount of circular farmlands?,5.28,5.52,12.08,58.9,10.87,0.0869,2.1731,0.0836,5550,2057,401,0.0000,0,0.00
422,Qwen2.5-VL-3B,,713.32,72.19,785.51,0.799,133,2,135,1,No,no,Is the number of farmlands equal to the number of water areas in the image?,5.25,5.52,12.30,59.0,8.61,0.0648,4.3074,0.0638,5550,2057,401,0.0000,0,0.00
423,Qwen2.5-VL-3B,,699.13,72.00,771.12,0.785,123,2,125,0,1,0,What is the amount of large roads?,5.30,5.52,12.22,59.0,8.57,0.0697,4.2837,0.0685,5550,2057,401,0.0000,0,0.00
424,Qwen2.5-VL-3B,,699.50,72.47,771.97,0.786,121,2,123,1,Yes,yes,Is a large forest present?,5.24,5.52,12.06,59.0,8.44,0.0697,4.2192,0.0686,5550,2057,401,0.0000,0,0.00
425,Qwen2.5-VL-3B,,699.98,72.08,772.07,0.786,123,2,125,0,Yes,no,Are there more water areas than forests?,5.20,5.48,12.09,58.9,8.47,0.0688,4.2340,0.0677,5550,2057,401,0.0000,0,0.00
426,Qwen2.5-VL-3B,,699.55,72.16,771.71,0.785,124,2,126,0,1,0,What is the number of medium water areas?,5.23,5.52,12.11,59.0,8.49,0.0684,4.2430,0.0673,5550,2057,401,0.0000,0,0.00
427,Qwen2.5-VL-3B,,698.87,72.12,771.00,0.785,121,2,123,1,Yes,yes,Is there a orchard?,5.23,5.48,12.08,59.0,8.45,0.0699,4.2274,0.0687,5550,2057,401,0.0000,0,0.00
428,Qwen2.5-VL-3B,,699.84,72.49,772.33,0.786,124,2,126,0,Yes,no,Are there less roads than rectangular grass areas?,5.22,5.52,12.11,58.9,8.48,0.0684,4.2400,0.0673,5550,2057,401,0.0000,0,0.00
429,Qwen2.5-VL-3B,,699.40,277.88,977.29,0.991,123,5,128,0,1000,2,What is the number of nature reserves?,5.29,5.52,12.11,59.1,10.89,0.0886,2.1786,0.0851,5550,2057,401,0.0000,0,0.00
430,Qwen2.5-VL-3B,,699.18,72.10,771.28,0.785,122,2,124,0,Yes,no,Is a square farmland present?,5.28,5.51,12.29,58.9,8.60,0.0705,4.2994,0.0693,5551,2056,401,0.0000,0,0.00
431,Qwen2.5-VL-3B,,699.58,142.93,842.51,0.856,123,3,126,0,10,0,What is the amount of rectangular roads?,5.26,5.52,12.08,59.0,9.66,0.0786,3.2207,0.0767,5550,2057,401,0.0000,0,0.00
432,Qwen2.5-VL-3B,,699.89,72.06,771.95,0.786,123,2,125,0,Yes,no,Are there more grass areas than roads?,5.13,5.52,11.89,58.9,8.31,0.0676,4.1548,0.0665,5550,2057,401,0.0000,0,0.00
433,Qwen2.5-VL-3B,,713.27,72.13,785.40,0.799,132,2,134,0,Yes,no,Are there less roads at the bottom of the  water area than farmlands?,5.23,5.48,12.07,59.1,8.45,0.0640,4.2250,0.0631,5550,2057,401,0.0000,0,0.00
434,Qwen2.5-VL-3B,,699.44,72.48,771.92,0.786,123,2,125,1,Yes,yes,Are there more roads than nature reserves?,5.32,5.52,12.17,59.0,8.53,0.0693,4.2639,0.0682,5550,2057,401,0.0000,0,0.00
435,Qwen2.5-VL-3B,,699.86,72.08,771.94,0.786,122,2,124,0,Yes,no,Is a small water area present?,5.26,5.52,12.04,59.1,8.43,0.0691,4.2132,0.0680,5550,2057,401,0.0000,0,0.00
436,Qwen2.5-VL-3B,,698.56,72.16,770.72,0.784,123,2,125,0,Yes,no,Are there more water areas than roads?,5.25,5.52,12.11,59.2,8.48,0.0689,4.2391,0.0678,5550,2057,401,0.0000,0,0.00
437,Qwen2.5-VL-3B,,699.24,72.11,771.35,0.785,124,2,126,0,Yes,no,Are there less roads than farmlands?,5.23,5.36,12.07,59.3,8.46,0.0682,4.2292,0.0671,5550,2057,401,0.0000,0,0.00
438,Qwen2.5-VL-3B,,699.86,72.41,772.27,0.786,126,2,128,0,Yes,no,Are there less medium grass areas than small water areas?,5.21,5.48,12.07,59.0,8.45,0.0670,4.2240,0.0660,5550,2057,401,0.0000,0,0.00
439,Qwen2.5-VL-3B,,700.27,72.06,772.33,0.786,126,2,128,0,Yes,no,Are there more small farmlands than water areas?,5.25,5.52,12.11,59.0,8.48,0.0673,4.2379,0.0662,5550,2057,401,0.0000,0,0.00
440,Qwen2.5-VL-3B,,699.24,72.08,771.32,0.785,121,2,123,0,Yes,no,Is a rectangular road present?,5.25,5.36,12.03,59.2,8.43,0.0697,4.2174,0.0686,5550,2057,401,0.0000,0,0.00
441,Qwen2.5-VL-3B,,699.09,72.08,771.17,0.785,121,2,123,0,Yes,no,Is there a circular road?,5.22,5.48,12.04,59.0,8.43,0.0697,4.2151,0.0685,5550,2057,401,0.0000,0,0.00
442,Qwen2.5-VL-3B,,699.24,72.56,771.80,0.785,122,2,124,1,Yes,yes,Is a large water area present?,5.24,5.52,12.07,59.0,8.45,0.0692,4.2231,0.0681,5550,2057,401,0.0000,0,0.00
443,Qwen2.5-VL-3B,,698.82,142.94,841.76,0.856,123,3,126,0,10,0,How many small water areas are there?,5.26,5.52,12.05,59.2,9.64,0.0784,3.2148,0.0765,5550,2057,401,0.0000,0,0.00
444,Qwen2.5-VL-3B,,699.50,71.99,771.48,0.785,122,2,124,0,Yes,no,Is a rectangular water area present?,5.12,5.52,11.95,59.0,8.35,0.0685,4.1756,0.0673,5550,2057,401,0.0000,0,0.00
445,Qwen2.5-VL-3B,,700.30,72.13,772.43,0.786,124,2,126,1,Yes,yes,Are there more nature reserves than water areas?,5.18,5.44,12.05,58.9,8.44,0.0681,4.2212,0.0670,5550,2057,401,0.0000,0,0.00
446,Qwen2.5-VL-3B,,698.68,72.17,770.85,0.785,123,2,125,1,Yes,yes,Are there more roads than small forests?,5.23,5.52,12.07,59.2,8.46,0.0688,4.2283,0.0677,5550,2057,401,0.0000,0,0.00
447,Qwen2.5-VL-3B,,699.09,72.57,771.66,0.785,124,2,126,1,Yes,yes,Are there more roads than farmlands?,5.25,5.52,12.03,59.1,8.42,0.0679,4.2093,0.0668,5550,2057,401,0.0000,0,0.00
448,Qwen2.5-VL-3B,,698.92,72.06,770.98,0.785,123,2,125,1,1,1,What is the number of rectangular forests?,5.23,5.52,12.05,59.2,8.44,0.0686,4.2211,0.0675,5550,2057,401,0.0000,0,0.00
449,Qwen2.5-VL-3B,,711.66,72.04,783.70,0.797,128,2,130,1,No,no,Is the number of water areas equal to the number of roads?,5.23,5.52,12.04,59.0,8.43,0.0659,4.2173,0.0649,5550,2057,401,0.0000,0,0.00
450,Qwen2.5-VL-3B,,697.97,72.07,770.04,0.784,122,2,124,0,Yes,no,Is a circular water area present?,5.29,5.48,12.11,59.1,8.48,0.0695,4.2420,0.0684,5550,2057,401,0.0000,0,0.00
451,Qwen2.5-VL-3B,,700.24,72.51,772.75,0.786,123,2,125,1,Yes,yes,Are there less water areas than roads?,5.23,5.56,12.09,59.1,8.47,0.0688,4.2341,0.0677,5550,2057,401,0.0000,0,0.00
452,Qwen2.5-VL-3B,,711.46,143.00,854.46,0.868,127,3,130,0,10,0,How many medium farmlands are there in the image?,5.26,5.52,12.11,59.0,9.69,0.0763,3.2300,0.0745,5550,2057,401,0.0000,0,0.00
453,Qwen2.5-VL-3B,,699.09,72.00,771.09,0.785,124,2,126,1,Yes,yes,Are there less farmlands than roads?,5.18,5.48,12.03,59.2,8.41,0.0678,4.2045,0.0667,5550,2057,401,0.0000,0,0.00
454,Qwen2.5-VL-3B,,699.30,72.09,771.39,0.785,125,2,127,0,Yes,no,Are there more water areas than farmlands?,5.20,5.48,12.05,58.9,8.44,0.0675,4.2212,0.0665,5550,2057,401,0.0000,0,0.00
455,Qwen2.5-VL-3B,,699.52,72.06,771.59,0.785,123,2,125,0,1,0,How many rectangular water areas are there?,5.24,5.52,12.07,59.1,8.45,0.0687,4.2271,0.0676,5550,2057,401,0.0000,0,0.00
456,Qwen2.5-VL-3B,,713.48,72.55,786.02,0.800,130,2,132,1,No,no,Is the number of water areas equal to the number of medium nature reserves?,5.25,5.52,12.06,59.2,8.44,0.0650,4.2224,0.0640,5550,2057,401,0.0000,0,0.00
457,Qwen2.5-VL-3B,,711.33,72.17,783.50,0.797,128,2,130,0,Yes,no,Is there a road on the right of the  water area?,5.27,5.44,12.18,58.9,8.53,0.0667,4.2670,0.0656,5550,2057,401,0.0000,0,0.00
458,Qwen2.5-VL-3B,,699.50,72.11,771.61,0.785,123,2,125,0,Yes,no,Are there less roads than water areas?,5.29,5.56,12.15,59.2,8.51,0.0692,4.2562,0.0681,5550,2057,401,0.0000,0,0.00
459,Qwen2.5-VL-3B,,699.65,72.06,771.71,0.786,122,2,124,0,Yes,no,Is there a small nature reserve?,5.24,5.48,12.12,59.0,8.48,0.0695,4.2409,0.0684,5550,2057,401,0.0000,0,0.00
460,Qwen2.5-VL-3B,,700.10,278.57,978.67,0.992,124,5,129,0,1000,4,What is the amount of large grass areas?,5.29,5.52,12.13,59.0,10.92,0.0880,2.1831,0.0846,5551,2056,401,0.0000,0,0.00
461,Qwen2.5-VL-3B,,699.12,72.06,771.18,0.785,123,2,125,1,Yes,yes,Are there less water areas than forests?,5.27,5.48,12.33,59.1,8.63,0.0702,4.3174,0.0691,5551,2056,401,0.0000,0,0.00
462,Qwen2.5-VL-3B,,698.40,72.08,770.48,0.784,122,2,124,1,Yes,yes,Are there more roads than forests?,5.25,5.52,12.15,59.2,8.50,0.0697,4.2499,0.0685,5551,2056,401,0.0000,0,0.00
463,Qwen2.5-VL-3B,,699.31,72.10,771.40,0.785,124,2,126,1,Yes,yes,Are there more water areas than medium roads?,5.23,5.36,12.03,59.1,8.43,0.0680,4.2153,0.0669,5551,2056,401,0.0000,0,0.00
464,Qwen2.5-VL-3B,,698.92,210.45,909.37,0.923,122,4,126,0,100,0,How many square roads are there?,5.28,5.52,12.13,59.1,10.91,0.0894,2.7268,0.0866,5551,2056,401,0.0000,0,0.00
465,Qwen2.5-VL-3B,,712.59,72.10,784.68,0.798,130,2,132,1,No,no,Is the number of water areas equal to the number of farmlands?,4.93,5.12,11.74,58.9,8.22,0.0633,4.1121,0.0623,5551,2056,401,0.0000,0,0.00
466,Qwen2.5-VL-3B,,711.69,72.15,783.84,0.798,131,2,133,0,Yes,no,Is the number of roads equal to the number of water areas in the image?,5.26,5.40,12.12,59.2,8.50,0.0649,4.2489,0.0639,5551,2056,401,0.0000,0,0.00
467,Qwen2.5-VL-3B,,700.27,72.05,772.33,0.786,125,2,127,0,Yes,no,Are there less roads than circular farmlands?,5.30,5.52,12.19,59.1,8.54,0.0683,4.2698,0.0672,5551,2056,401,0.0000,0,0.00
468,Qwen2.5-VL-3B,,711.02,72.20,783.22,0.797,126,2,128,1,Yes,yes,Is a water area next to a  road present?,5.24,5.56,12.08,59.0,8.46,0.0672,4.2321,0.0661,5551,2056,401,0.0000,0,0.00
469,Qwen2.5-VL-3B,,700.22,72.14,772.36,0.786,125,2,127,0,Yes,no,Is there a circular grass area in the image?,5.29,5.52,12.17,59.2,8.53,0.0683,4.2659,0.0672,5551,2056,401,0.0000,0,0.00
470,Qwen2.5-VL-3B,,711.15,72.14,783.29,0.797,126,2,128,0,No,yes,Are there more forests than water areas in the image?,5.24,5.52,12.11,59.1,8.48,0.0673,4.2399,0.0662,5551,2056,401,0.0000,0,0.00
471,Qwen2.5-VL-3B,,711.42,72.51,783.93,0.798,126,2,128,1,Yes,yes,Is a road next to a  farmland present?,5.26,5.48,12.15,58.9,8.52,0.0676,4.2597,0.0666,5551,2056,401,0.0000,0,0.00
472,Qwen2.5-VL-3B,,699.71,72.07,771.78,0.786,123,2,125,0,1,0,How many square water areas are there?,5.31,5.52,12.15,59.1,8.52,0.0692,4.2587,0.0681,5551,2056,401,0.0000,0,0.00
473,Qwen2.5-VL-3B,,699.82,72.14,771.97,0.786,122,2,124,1,Yes,yes,Is a large grass area present?,5.25,5.52,12.11,59.1,8.47,0.0695,4.2371,0.0683,5551,2056,401,0.0000,0,0.00
474,Qwen2.5-VL-3B,,700.52,72.01,772.53,0.786,125,2,127,0,Yes,no,Are there less farmlands than water areas?,5.24,5.56,12.09,59.2,8.47,0.0678,4.2344,0.0667,5551,2056,401,0.0000,0,0.00
475,Qwen2.5-VL-3B,,699.88,72.49,772.37,0.786,122,2,124,0,Yes,no,Is a square orchard present?,5.26,5.52,12.03,59.1,8.42,0.0691,4.2122,0.0679,5551,2056,401,0.0000,0,0.00
476,Qwen2.5-VL-3B,,699.81,72.11,771.93,0.786,124,2,126,0,Yes,no,Are there more circular roads than water areas?,5.27,5.52,12.04,59.1,8.43,0.0680,4.2153,0.0669,5551,2056,401,0.0000,0,0.00
477,Qwen2.5-VL-3B,,711.41,72.08,783.49,0.797,129,2,131,1,No,no,Is the number of farmlands equal to the number of roads?,5.22,5.48,12.09,59.1,8.47,0.0656,4.2340,0.0646,5551,2056,401,0.0000,0,0.00
478,Qwen2.5-VL-3B,,700.08,72.02,772.09,0.786,124,2,126,0,Yes,no,Are there more rectangular nature reserves than forests?,5.29,5.52,12.19,59.2,8.54,0.0689,4.2707,0.0678,5551,2056,401,0.0000,0,0.00
479,Qwen2.5-VL-3B,,699.50,72.49,771.99,0.786,122,2,124,0,Yes,no,Is there a square grass area?,5.26,5.52,12.09,59.0,8.46,0.0693,4.2299,0.0682,5551,2056,401,0.0000,0,0.00
480,Qwen2.5-VL-3B,,699.66,278.01,977.67,0.991,123,5,128,0,1000,0,What is the amount of small forests?,5.28,5.52,12.12,59.2,10.91,0.0887,2.1813,0.0852,5551,2056,401,0.0000,0,0.00
481,Qwen2.5-VL-3B,,712.28,72.08,784.36,0.798,129,2,131,0,Yes,no,Is the number of rectangular orchards equal to the number of roads?,5.28,5.52,12.24,59.1,8.57,0.0665,4.2865,0.0654,5551,2056,401,0.0000,0,0.00
482,Qwen2.5-VL-3B,,699.96,72.08,772.04,0.786,125,2,127,1,Yes,yes,Are there less water areas than farmlands?,5.33,5.56,12.17,59.2,8.53,0.0682,4.2628,0.0671,5551,2056,401,0.0000,0,0.00
483,Qwen2.5-VL-3B,,711.55,72.12,783.66,0.797,128,2,130,1,No,no,Is the number of grass areas equal to the number of roads?,5.21,5.40,12.06,59.2,8.45,0.0660,4.2251,0.0650,5551,2056,401,0.0000,0,0.00
484,Qwen2.5-VL-3B,,712.25,143.61,855.86,0.870,129,3,132,0,10,0,What is the amount of roads next to a  small nature reserve?,5.31,5.52,12.16,59.1,9.73,0.0755,3.2450,0.0737,5551,2056,401,0.0000,0,0.00
485,Qwen2.5-VL-3B,,712.33,72.47,784.80,0.799,128,2,130,0,Yes,no,Is a water area at the top of a  road present?,5.20,5.52,12.03,59.2,8.41,0.0657,4.2053,0.0647,5551,2056,401,0.0000,0,0.00
486,Qwen2.5-VL-3B,,712.06,72.07,784.12,0.798,129,2,131,1,No,no,Is the number of nature reserves equal to the number of water areas?,5.33,5.48,12.12,59.0,8.49,0.0658,4.2471,0.0648,5551,2056,401,0.0000,0,0.00
487,Qwen2.5-VL-3B,,699.25,72.05,771.30,0.785,123,2,125,0,1,0,What is the number of square forests?,5.32,5.56,12.13,59.2,8.50,0.0691,4.2480,0.0680,5551,2056,401,0.0000,0,0.00
488,Qwen2.5-VL-3B,,698.78,142.92,841.70,0.855,123,3,126,0,10,0,How many square grass areas are there?,5.30,5.52,12.13,59.2,9.71,0.0789,3.2358,0.0770,5551,2056,400,0.0000,0,0.00
489,Qwen2.5-VL-3B,,699.80,72.50,772.30,0.786,124,2,126,1,Yes,yes,Are there more roads than circular water areas?,5.10,5.48,11.91,59.3,8.33,0.0672,4.1642,0.0661,5551,2056,400,0.0000,0,0.00
